comment_id,status_id,parent_id,comment_message,comment_author,comment_published,num_reactions,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special 
10155876359058675_10155877218838675,6491828674_10155876359058675,10155876359058675_10155876630603675,Really dumb.   Get some therapy...,Larry St. John,2017-10-15 17:37:00,0,0,0,0,0,0,0,0
10155876359058675_10155876679713675,6491828674_10155876359058675,,horrible.,AlasitsAlice Szigethy,2017-10-15 13:54:06,0,0,0,0,0,0,0,0
10155876359058675_10155876876953675,6491828674_10155876359058675,,[[STICKER]],Diaryann Gibbs,2017-10-15 14:54:22,0,0,0,0,0,0,0,0
10155876359058675_10155876739438675,6491828674_10155876359058675,,So sad prayers,Pamela V Santillo,2017-10-15 14:14:48,0,0,0,0,0,0,0,0
10155876359058675_10155876793608675,6491828674_10155876359058675,,"Sorry, I meant 😭",Annemarie Vorwald,2017-10-15 14:30:31,0,0,0,0,0,0,0,0
10155876359058675_10155876773128675,6491828674_10155876359058675,,""" **** **** "" *",Brandy Navarro,2017-10-15 14:24:57,0,0,0,0,0,0,0,0
10155876359058675_10155876791763675,6491828674_10155876359058675,,🙃,Annemarie Vorwald,2017-10-15 14:29:59,0,0,0,0,0,0,0,0
10155876324858675_10155877582888675,6491828674_10155876324858675,,Well that's comforting.,Marijka Cunningham,2017-10-15 21:21:57,0,0,0,0,0,0,0,0
10155876324858675_10155876542903675,6491828674_10155876324858675,,Well this is reassuring. Not.,Gloria Gawdun Conway,2017-10-15 12:44:30,0,0,0,0,0,0,0,0
10155876324858675_10155876503268675,6491828674_10155876324858675,,Oh FFS,Sherwin Hughes,2017-10-15 12:32:47,0,0,0,0,0,0,0,0
10155876324858675_10155877002278675,6491828674_10155876324858675,,What a stupid statement\,Nan LaSalle,2017-10-15 15:51:20,0,0,0,0,0,0,0,0
10155876324858675_10155876497448675,6491828674_10155876324858675,,Phrasing,Al Iverson,2017-10-15 12:29:41,0,0,0,0,0,0,0,0
10155876324858675_10155876938943675,6491828674_10155876324858675,,Well that's reassuring 🙁,Barbara Maggiacomo,2017-10-15 15:19:01,0,0,0,0,0,0,0,0
10155876324858675_10155877211753675,6491828674_10155876324858675,,Just like Pearl Harbor?,Chris Mallon,2017-10-15 17:31:42,0,0,0,0,0,0,0,0
10155876324858675_10155877077313675,6491828674_10155876324858675,,Wow. That's sad,William Dooley,2017-10-15 16:39:58,0,0,0,0,0,0,0,0
10155876324858675_10155876617713675,6491828674_10155876324858675,,That’s reassuring! (Sarcasm),Stephen Abraham,2017-10-15 13:23:20,0,0,0,0,0,0,0,0
10155876324858675_10155876479938675,6491828674_10155876324858675,,Wait what? What? Who says that?,Mohammad-Amir Aghaee,2017-10-15 12:20:20,0,0,0,0,0,0,0,0
10155876324858675_10155877536558675,6491828674_10155876324858675,,We are being lead by fools,Michelle Krieger,2017-10-15 20:53:06,0,0,0,0,0,0,0,0
10155876324858675_10155879023823675,6491828674_10155876324858675,,Let us Not be dropping bombs. Please,Deborah Crist,2017-10-16 11:59:51,0,0,0,0,0,0,0,0
10155876324858675_10155877007263675,6491828674_10155876324858675,,That’s reassuring. NOT!,Pamela Levy,2017-10-15 15:54:28,0,0,0,0,0,0,0,0
10155876324858675_10155876482658675,6491828674_10155876324858675,,How diplomatic!!,Cassie Wells Woods,2017-10-15 12:21:25,0,0,0,0,0,0,0,0
10155876324858675_10155876596003675,6491828674_10155876324858675,,[[STICKER]],Paul Wallace,2017-10-15 13:09:29,0,0,0,0,0,0,0,0
10155876324858675_10155876473783675,6491828674_10155876324858675,,The inevitable first bomb,Michael Armstrong,2017-10-15 12:17:37,0,0,0,0,0,0,0,0
10155876324858675_10155878209823675,6491828674_10155876324858675,,I wish mr. trump would shut-up his flapper,Joanne Campbell,2017-10-16 05:29:32,0,0,0,0,0,0,0,0
10155876324858675_10155877355423675,6491828674_10155876324858675,,that's not very reassuring!,Linda Newday,2017-10-15 18:48:20,0,0,0,0,0,0,0,0
10155876324858675_10155878621903675,6491828674_10155876324858675,,OH how NOT reassuring,Michelle Chaput,2017-10-16 09:03:07,0,0,0,0,0,0,0,0
10155876324858675_10155876538963675,6491828674_10155876324858675,,", scary",Signa Nott,2017-10-15 12:42:11,0,0,0,0,0,0,0,0
10155876324858675_10155876758353675,6491828674_10155876324858675,,Business as usual!,Paul Gerald,2017-10-15 14:20:59,0,0,0,0,0,0,0,0
10155876324858675_10155879982963675,6491828674_10155876324858675,,"Oh, that's really comforting!!! 😖",Mariapia Mehdizadeh,2017-10-16 15:55:54,0,0,0,0,0,0,0,0
10155876324858675_10155876564553675,6491828674_10155876324858675,,So comforting!,Gwinn Jayne,2017-10-15 12:53:27,0,0,0,0,0,0,0,0
10155876324858675_10155877496968675,6491828674_10155876324858675,,No backbone!,Katina Newkirk,2017-10-15 20:20:02,0,0,0,0,0,0,0,0
10155876324858675_10155876505543675,6491828674_10155876324858675,,small comfort!!,Jeanne Ferris Versweyveld,2017-10-15 12:33:49,0,0,0,0,0,0,0,0
10155876324858675_10155876670863675,6491828674_10155876324858675,,Moron.,Barbara Buchanan,2017-10-15 13:49:57,0,0,0,0,0,0,0,0
10155876324858675_10155877511853675,6491828674_10155876324858675,,WTFDTM?,John Cappy,2017-10-15 20:34:44,0,0,0,0,0,0,0,0
10155876324858675_10155876748908675,6491828674_10155876324858675,,Such a diplomatic turn of phrase.,Chris Weber,2017-10-15 14:18:32,0,0,0,0,0,0,0,0
10155876324858675_10155876738463675,6491828674_10155876324858675,,Jesus.,Jim Gulecas,2017-10-15 14:14:24,0,0,0,0,0,0,0,0
10155876324858675_10155876476318675,6491828674_10155876324858675,,WTF?!?,Kate Piretti,2017-10-15 12:18:51,0,0,0,0,0,0,0,0
10155876324858675_10155876490283675,6491828674_10155876324858675,,Good statement Rex 💣 [[PHOTO]],Allan Ludeman,2017-10-15 12:26:21,0,0,0,0,0,0,0,0
10155876324858675_10155876499473675,6491828674_10155876324858675,,Another tone deaf statement,Linda Connolly,2017-10-15 12:30:34,0,0,0,0,0,0,0,0
10155876324858675_10155876605138675,6491828674_10155876324858675,,What a f'n idiot,Hiram Rodriguez,2017-10-15 13:15:29,0,0,0,0,0,0,0,0
10155876324858675_10155876529143675,6491828674_10155876324858675,,Oh how comforting,Janice Wilson,2017-10-15 12:40:38,0,0,0,0,0,0,0,0
10155876324858675_10155879002343675,6491828674_10155876324858675,,"""we will continue diplomacy until we don't""",Audrey Marie Bilotta,2017-10-16 11:45:42,0,0,0,0,0,0,0,0
10155876324858675_10155881954383675,6491828674_10155876324858675,,What a terrifying headline!,Jessica Parker Garvin,2017-10-17 10:24:45,0,0,0,0,0,0,0,0
10155876324858675_10155876483043675,6491828674_10155876324858675,,Just more good news. 😲😳🙄,Mark McKinley,2017-10-15 12:21:41,0,0,0,0,0,0,0,0
10155876324858675_10155877057248675,6491828674_10155876324858675,,WTF.... are we ready to re elect these clowns ??? ???,Frank Prince Brambille,2017-10-15 16:27:32,0,0,0,0,0,0,0,0
10155876324858675_10155876982828675,6491828674_10155876324858675,,How lovely.,Sallie Pisani,2017-10-15 15:40:51,0,0,0,0,0,0,0,0
10155876324858675_10155876591328675,6491828674_10155876324858675,,Frightening.,Karen Gatlin McClure,2017-10-15 13:06:56,0,0,0,0,0,0,0,0
10155876324858675_10155877382413675,6491828674_10155876324858675,,One stealth bomber - one bomb,Robert Zeledon,2017-10-15 19:05:40,0,0,0,0,0,0,0,0
10155876324858675_10155877103203675,6491828674_10155876324858675,,What diplomacy?!?!,Jennifer Craft Jacobs,2017-10-15 16:58:30,0,0,0,0,0,0,0,0
10155876324858675_10155877674338675,6491828674_10155876324858675,,Good to know,Cheryl Parks,2017-10-15 22:20:41,0,0,0,0,0,0,0,0
10155876324858675_10155876870778675,6491828674_10155876324858675,,Terrifying.,CJ Johnson,2017-10-15 14:52:44,0,0,0,0,0,0,0,0
10155876324858675_10155877044868675,6491828674_10155876324858675,,So we dropping bombs now?,Michael Muresan,2017-10-15 16:17:42,0,0,0,0,0,0,0,0
10155876324858675_10155876590803675,6491828674_10155876324858675,,Wtaf,Emily Rushing,2017-10-15 13:06:31,0,0,0,0,0,0,0,0
10155876324858675_10155876610298675,6491828674_10155876324858675,,""" *** *** * """,Brandy Navarro,2017-10-15 13:19:10,0,0,0,0,0,0,0,0
10155876324858675_10155876513198675,6491828674_10155876324858675,,Also: not helpful,Jim Mitchell,2017-10-15 12:37:22,0,0,0,0,0,0,0,0
10155876324858675_10155876519203675,6491828674_10155876324858675,,That is not reassuring,Maureen Strain,2017-10-15 12:39:23,0,0,0,0,0,0,0,0
10155876324858675_10155877041498675,6491828674_10155876324858675,,[[PHOTO]],Marty Jamieson,2017-10-15 16:14:57,0,0,0,0,0,0,0,0
10155876324858675_10155881564348675,6491828674_10155876324858675,,OMG,Vivian Valvano Lynch,2017-10-17 07:43:37,0,0,0,0,0,0,0,0
10155876324858675_10155876556618675,6491828674_10155876324858675,,He says WHAT?????!!!!!!,Steve Krause,2017-10-15 12:49:28,0,0,0,0,0,0,0,0
10155876324858675_10155876497543675,6491828674_10155876324858675,,WTF,Chancy Wooldridge,2017-10-15 12:29:47,0,0,0,0,0,0,0,0
10155876324858675_10155877223388675,6491828674_10155876324858675,,Who’s bomb?,David Floyd,2017-10-15 17:41:16,0,0,0,0,0,0,0,0
10155876324858675_10155876496403675,6491828674_10155876324858675,,"Oh. Well, that's reassuring.",Lu Ann Lewellen,2017-10-15 12:29:14,0,0,0,0,0,0,0,0
10155876324858675_10155876477993675,6491828674_10155876324858675,,WTF,David Alvarado,2017-10-15 12:19:43,0,0,0,0,0,0,0,0
10155876324858675_10155876489213675,6491828674_10155876324858675,,WTF!!!!!!!!!!!😵🤬🤬🤬🤬🤬🤬,Steve Stahlsmith,2017-10-15 12:25:34,0,0,0,0,0,0,0,0
10155876324858675_10155877487783675,6491828674_10155876324858675,,Um........,Debra Moss,2017-10-15 20:11:48,0,0,0,0,0,0,0,0
10155876324858675_10155876572323675,6491828674_10155876324858675,,"Russia, Tillerson, and North Korea.  What a group.",Beverly Chamness Wittmer,2017-10-15 12:57:18,0,0,0,0,0,0,0,0
10155876324858675_10155876775943675,6491828674_10155876324858675,,Under the surface China and Russia are laughing and licking their chops .,Mike Cole,2017-10-15 14:25:56,0,0,0,0,0,0,0,0
10155876324858675_10155878381753675,6491828674_10155876324858675,,Adrian Harris,Joshua Walsh,2017-10-16 06:52:54,0,0,0,0,0,0,0,0
10155876324858675_10155876501678675,6491828674_10155876324858675,,LIKE our page help,True Liberal News,2017-10-15 12:31:54,0,0,0,0,0,0,0,0
10155876324858675_10155877178433675,6491828674_10155876324858675,,Alex Isabel,Antonio Hernandez,2017-10-15 17:28:37,0,0,0,0,0,0,0,0
10155876324858675_10155876487728675,6491828674_10155876324858675,,The neighbors China and Russia won't like it,Creci Elens,2017-10-15 12:24:40,0,0,0,0,0,0,0,0
10155876169323675_10155876367213675,6491828674_10155876169323675,,"To those saying it's so expensive; yeah it's gene therapy. It's rewriting broken genes. It's not going to be cheap, easy or risk free. 

Yes, there are very likely factors that are probably highly inflating the cost of the treatment, but that doesn't change what's actually being done.",David M. Guckian II,2017-10-15 11:33:02,2,2,0,0,0,0,0,0
10155876169323675_10155877213808675,6491828674_10155876169323675,10155876169323675_10155876367213675,Stop justifying their greed.,Lee Noyes,2017-10-15 17:33:16,1,0,0,0,1,0,0,0
10155876169323675_10155877382708675,6491828674_10155876169323675,10155876169323675_10155876367213675,Stop confusing these research firms with Big Pharma.,Mary Milling,2017-10-15 19:05:48,1,1,0,0,0,0,0,0
10155876169323675_10155877715753675,6491828674_10155876169323675,10155876169323675_10155876367213675,Who can afford a million? You?,Julian Paye,2017-10-15 22:36:31,0,0,0,0,0,0,0,0
10155876169323675_10155878197253675,6491828674_10155876169323675,10155876169323675_10155876367213675,"Nobody can. It's a bleeding edge technique. It's going to be expensive as Hell. 

As time moves on, the technique may improve and be less costly to perform which would allow more people to have it done.",David M. Guckian II,2017-10-16 05:17:48,0,0,0,0,0,0,0,0
10155876169323675_10155876713148675,6491828674_10155876169323675,,"Medical care should be a not for profit industry. There are simply too many ethical issues in associating profits with caring for the sick. Treatments that can extend or improve human life should be available to everyone, period.",Sandy Obuck,2017-10-15 14:06:33,2,2,0,0,0,0,0,0
10155876169323675_10155876862568675,6491828674_10155876169323675,,"It's happening right before our eyes. A long life only for those who can afford it. The gutting of the first steps to affordable healthcare, the careless tossing our CHIP for children. How much more obvious to the dismantling of the social contract need to get before the frogs notice how hot the water is getting?!",Elaine Liffgens,2017-10-15 14:50:27,2,2,0,0,0,0,0,0
10155876169323675_10155876508273675,6491828674_10155876169323675,,"Its a million now but like all things as the technology improves and the techniques get proven the cost will go down, ti where it is easily affordable. But what you have to ask is what is the price to society in general of NOT providing this type of therapy? I would suggest that this type of therapy pays for itself in the long run many times over.",Jim Alsobrook,2017-10-15 12:35:40,1,1,0,0,0,0,0,0
10155876169323675_10155876695773675,6491828674_10155876169323675,,"we all know the answer to that question. like everything else here in america, only the rich will be able to afford any of these new creations. we have been heading toward an oligarchy for decades now. a neo-feudalism is next and that means nothing in between the rich and poor.",Jerome Lawrence Beckley,2017-10-15 14:01:18,1,1,0,0,0,0,0,0
10155876169323675_10155877115723675,6491828674_10155876169323675,,"Watch TV. Do you see all the drug commercials? Commercials are expensive and even more, those drugs are expensive. I asked my dr and I was in marketing for years. And then sales reps go to your doctor, hand out samples and other freebies to push their drugs and then passing onto the public. I try to get generic whenever possible. So stop advertising on TV and save millions to consumers.",Dee Ann Williamson,2017-10-15 17:07:04,1,1,0,0,0,0,0,0
10155876169323675_10155876351523675,6491828674_10155876169323675,,"watched this.....it could be great.......although I can't afford to make a donation....my ""health coverage"".....i go into there........i think they are looking for corporation sponsorship and matching grants...this is in its infancy but interesting about the science moving along......best, ellen streger",Ellen Streger,2017-10-15 11:26:58,1,1,0,0,0,0,0,0
10155876169323675_10155877508413675,6491828674_10155876169323675,,"This is the place of government, acting as the voice of and representing the good of all Americans, to step in to underwrite the cost of the initial research and operation set-up until the economies of scale can take over into the private sector. It happened with nuclear power. It happened with computers and interstate travel. It happened with the DARPA network that became the internet. It needs to happen with alternative energy installations, energy storage research methods, and now this.",Lorraine Alden,2017-10-15 20:31:06,0,0,0,0,0,0,0,0
10155876169323675_10155877576923675,6491828674_10155876169323675,,"This is the subject of the movie “Elysium.” The rich have a devise that cures all medical issues, but refuse to share it with the poor. The rich are forced to build a space station to get away from all the poor sick people. Sound familiar??",Todd Smith,2017-10-15 21:17:17,0,0,0,0,0,0,0,0
10155876169323675_10155878522278675,6491828674_10155876169323675,,The federal govt. if we had a single payer healthcare system and that would motivate the federal govt to negotiate lower price tags for pharmaceuticals instead of allowing all this price gouging 👌,Apollonia Chantre Ellis,2017-10-16 08:16:29,0,0,0,0,0,0,0,0
10155876169323675_10155877066603675,6491828674_10155876169323675,,"The poor will, we always pay for ANYTHING so the rich PIGS don't hafta. ..on top of making miserable wages, being killed by those who swore to protect us, being over taxed so TelAviv can have a super Army, on top we PAY for senators and tRump to enjoy peach cobbler and stake.. sure, send us the million dollar bill.... 😠😠😠😠😠😠😠",Frank Prince Brambille,2017-10-15 16:32:50,1,1,0,0,0,0,0,0
10155876169323675_10155877267193675,6491828674_10155876169323675,,Most of the new drugs and therapies on the market and coming to the market were funded in its initial stages by US Taxpayer.  This is obscene.,Janet Galloway Huston,2017-10-15 18:14:21,1,1,0,0,0,0,0,0
10155876169323675_10155876809733675,6491828674_10155876169323675,,Who? Certainly not the government.  The 1% will be able to try it out. The others will have to live w the genes they got from parents.,Gerda Brown,2017-10-15 14:35:14,1,1,0,0,0,0,0,0
10155876169323675_10155876473178675,6491828674_10155876169323675,,We're a nation of peasants and the extremely wealthy. Who do you think will benefit from these advances?,Robert Rex Jackson,2017-10-15 12:17:10,1,1,0,0,0,0,0,0
10155876169323675_10155876400013675,6491828674_10155876169323675,,Some say that human kind will split off into two different species in the future due to the widening inequality and access to things like this.,Michelissa Proom,2017-10-15 11:45:15,0,0,0,0,0,0,0,0
10155876169323675_10155877468428675,6491828674_10155876169323675,,"Yeah so without capitalism there’s no R&D, and sadly Universities are a only good at promoting liberal ideas.  So yeah that’s it...",Simon Noel,2017-10-15 19:57:34,0,0,0,0,0,0,0,0
10155876169323675_10155876732498675,6491828674_10155876169323675,,I have to wonder with the millions pharma makes on the sick. Will they allow this to happen? Often better medicine is hidden by current giants.,Aimee Lee Hudson,2017-10-15 14:12:27,0,0,0,0,0,0,0,0
10155876169323675_10155877500208675,6491828674_10155876169323675,,"That's an easy one, anyone in the top 10% wealth bracket or NONE of the 90% of Americans in this country.",Deidre Link,2017-10-15 20:23:25,0,0,0,0,0,0,0,0
10155876169323675_10155879409818675,6491828674_10155876169323675,,"Who will pay?  A 97 year-old white billionaire desperate to avoid the inevitable....  Adelson, I'm lookin' at you. [[PHOTO]]",Russell Cole,2017-10-16 13:24:49,0,0,0,0,0,0,0,0
10155876169323675_10155878425898675,6491828674_10155876169323675,,"So it begins .... most can barley afford the co-pays on some meds ..
now even with insurance, only the wealthy can afford a cure like this ...
The co-pay for Temodal (brain cancer treatment) is $500
and doesn't even cure anything at best it buys time ......",Marty Kenyan,2017-10-16 07:15:33,0,0,0,0,0,0,0,0
10155876169323675_10155877952273675,6491828674_10155876169323675,,"You have to consider that there is a point of diminishing returns.  I believe this drug exceeds that point and becomes cost prohibitive.  Why spend $1M to save one life when you can spend the same amount to save ten lives?  Perhaps in the future costs will come down, but not for now.",Boris Cruz-McCubbin,2017-10-16 01:39:38,0,0,0,0,0,0,0,0
10155876169323675_10155876346633675,6491828674_10155876169323675,,RICH PEOPLE ONLY and the rest of us can go screw.,Gail Gordon-Smith,2017-10-15 11:24:49,6,6,0,0,0,0,0,0
10155876169323675_10155876360548675,6491828674_10155876169323675,,Not the middle class or poor....,Janice Cronin Healey,2017-10-15 11:29:48,4,4,0,0,0,0,0,0
10155876169323675_10155876913408675,6491828674_10155876169323675,,"Tax cuts are sacred,  curing the sick depends on who has the money.",Ron Stetson,2017-10-15 15:05:30,1,1,0,0,0,0,0,0
10155876169323675_10155876411823675,6491828674_10155876169323675,,"Greed before life-saving availability, it's the American Way.",Mary Katherine Reidy Kelly,2017-10-15 11:50:58,3,3,0,0,0,0,0,0
10155876169323675_10155876556208675,6491828674_10155876169323675,10155876169323675_10155876411823675,So true.  And it's getting worse.,Arlene Amblard,2017-10-15 12:49:15,1,1,0,0,0,0,0,0
10155876169323675_10155876405023675,6491828674_10155876169323675,,Maybe it could cure NRA (Nonsensical Rifle Addiction)?,Jim Williams,2017-10-15 11:47:40,2,2,0,0,0,0,0,0
10155876169323675_10155876453683675,6491828674_10155876169323675,,We need to move very quickly to automate and drive efficiency in these products and processes.,Justin Buck,2017-10-15 12:05:30,0,0,0,0,0,0,0,0
10155876169323675_10155877765043675,6491828674_10155876169323675,,"It doesn't pass the smell test.

You should bring your plastic bag to pick it up.",John Martin,2017-10-15 22:56:28,0,0,0,0,0,0,0,0
10155876169323675_10155878152658675,6491828674_10155876169323675,,"Well, how many people are going to need it? That might help when estimating costs.",John Stebbins,2017-10-16 04:36:49,0,0,0,0,0,0,0,0
10155876169323675_10155876373903675,6491828674_10155876169323675,,"Just like our current system, in the United States, only the wealthiest could afford it.",Conway Bailey,2017-10-15 11:35:06,2,2,0,0,0,0,0,0
10155876169323675_10155876378253675,6491828674_10155876169323675,,No one can even afford insurance to go see the doctor for strep throat. How are going to afford this?,Amber West,2017-10-15 11:36:49,1,1,0,0,0,0,0,0
10155876169323675_10155877227118675,6491828674_10155876169323675,,The problem is the pharma companies are on the nyse and nasdaq and have shareholders that want to see profits ..just like insurance companies in the beginning the goal was to help humanity ..but now the  bottom line is profits,Yvonne Barry,2017-10-15 17:44:35,1,1,0,0,0,0,0,0
10155876169323675_10155877389413675,6491828674_10155876169323675,10155876169323675_10155877227118675,I think that is the stumbling block the consortium at Duke is trying to get resolved. This research must go forward and meet accessibility and affordability standards.,Mary Milling,2017-10-15 19:10:21,1,1,0,0,0,0,0,0
10155876169323675_10155876404413675,6491828674_10155876169323675,,How much tax payer money has gone into all these corporations? You know the people already paid their share,Rodka Doste Fyodor,2017-10-15 11:47:24,1,1,0,0,0,0,0,0
10155876169323675_10155876423778675,6491828674_10155876169323675,,WHO PAID FOR THE RESEARCH????   The American Taxpayer.,Chaz Bennett,2017-10-15 11:54:57,1,1,0,0,0,0,0,0
10155876169323675_10155876425593675,6491828674_10155876169323675,,Maybe we should ask other nations how they manage to offer new drugs at more reasonable prices.,Peggy Slemp,2017-10-15 11:55:59,1,1,0,0,0,0,0,0
10155876169323675_10155876438523675,6491828674_10155876169323675,,"Well...if healthcare is a ""right"", everyone should get it. Right?",Brad Beauvais,2017-10-15 11:58:12,1,1,0,0,0,0,0,0
10155876169323675_10155876380478675,6491828674_10155876169323675,,Isnt the question Why does it cost this? Not who is going to pay for it!,Sonja Rein,2017-10-15 11:37:51,1,1,0,0,0,0,0,0
10155876169323675_10155876814968675,6491828674_10155876169323675,10155876169323675_10155876380478675,"Good question . . . if this were water or plywood before  hurricane, the government would be all over it",Keith Clark,2017-10-15 14:37:09,0,0,0,0,0,0,0,0
10155876169323675_10155876479283675,6491828674_10155876169323675,,The wealthy will get the miracles. The poor will simply be left out.,Susan Lyons,2017-10-15 12:20:11,1,1,0,0,0,0,0,0
10155876169323675_10155876405048675,6491828674_10155876169323675,,Lets borrow money from 45s friends in Russia like he and Jared do :),Janet Pellegrini,2017-10-15 11:47:41,1,0,0,0,1,0,0,0
10155876169323675_10155876768113675,6491828674_10155876169323675,,"very seldom is the production cost of any treatment even 1/1000 the cost charged the patient, it's time to overhaul commerce regulations of all health related industries to remove the excessive cost to consumers",John Nobles,2017-10-15 14:23:41,1,1,0,0,0,0,0,0
10155876169323675_10155876871863675,6491828674_10155876169323675,,"Like everything else in Wall Streets pharmaceutical world, the rich will. The poor do not matter.",James W. Ade,2017-10-15 14:53:03,1,1,0,0,0,0,0,0
10155876169323675_10155876905543675,6491828674_10155876169323675,,"These people will pay for it for themselves; the rest won't have access -  if the Trump reign continues, that is: ""Concierge Medicine: The Doctor Is In. Co-Pay? $40,000.""   https://www.nytimes.com/2017/06/03/business/economy/high-end-medical-care.html",Barbara Buchanan,2017-10-15 15:01:48,0,0,0,0,0,0,0,0
10155876169323675_10155876429863675,6491828674_10155876169323675,,Why hasn't the FDA been shut down?,Matt Bernau,2017-10-15 11:56:40,0,0,0,0,0,0,0,0
10155876169323675_10155877797668675,6491828674_10155876169323675,,We pay for the research and are denied the result! Just shut up and die.,Gary Bailey,2017-10-15 23:23:23,0,0,0,0,0,0,0,0
10155876169323675_10155878424798675,6491828674_10155876169323675,,How much is something life changing worth that didn't exist yesterday?,M Jake Davis,2017-10-16 07:14:35,0,0,0,0,0,0,0,0
10155876169323675_10155877988463675,6491828674_10155876169323675,,and they are still fighting against pot,Jesse Salisbury,2017-10-16 02:19:29,0,0,0,0,0,0,0,0
10155876169323675_10155876692538675,6491828674_10155876169323675,,Didn't know anyone was minding the shop at the FDA,Marla Burch,2017-10-15 14:00:10,0,0,0,0,0,0,0,0
10155876169323675_10155877818788675,6491828674_10155876169323675,,"If the profit motive Is removed from healthcare, our tax dollars can take care of all of us!",Ro Durrstein-Robichaud,2017-10-15 23:43:12,0,0,0,0,0,0,0,0
10155876169323675_10155876489183675,6491828674_10155876169323675,,The same people that always pay for it....us,Wanda Dow,2017-10-15 12:25:33,0,0,0,0,0,0,0,0
10155876169323675_10155877221758675,6491828674_10155876169323675,,We all need to re-watch 'Gattaca'.,Heather Demarest,2017-10-15 17:39:13,0,0,0,0,0,0,0,0
10155876169323675_10155877587343675,6491828674_10155876169323675,,Pre-existing conditions??? Nobody will have access to it that is not in the top 5% income bracket.,Debbie Masian Wack,2017-10-15 21:25:16,0,0,0,0,0,0,0,0
10155876169323675_10155876408793675,6491828674_10155876169323675,,and why is the price so high? was teh polio vaccine high priced when it was discovered?,Sunny Lenz,2017-10-15 11:49:43,0,0,0,0,0,0,0,0
10155876169323675_10155876436648675,6491828674_10155876169323675,10155876169323675_10155876408793675,"Nope, Jonas Salk didn't want to get insanely wealthy, he wanted to cure a terrible and crippling (sometimes deadly) disease.  I am not sure who 'funded' his research, though.",Louise Shurtleff,2017-10-15 11:57:52,0,0,0,0,0,0,0,0
10155876169323675_10155877705623675,6491828674_10155876169323675,,"Just by hearing the price,you will go blind or bleed to death.Amazing greediness.",Julian Paye,2017-10-15 22:31:59,0,0,0,0,0,0,0,0
10155876169323675_10155880323068675,6491828674_10155876169323675,,This a exactly like that dumb movie Elysium.,Trevor Moomaw,2017-10-16 18:41:46,0,0,0,0,0,0,0,0
10155876169323675_10155876452173675,6491828674_10155876169323675,,Probably got government grants to research and then they copyright it. Cha ching,David Alvarado,2017-10-15 12:04:38,1,1,0,0,0,0,0,0
10155876169323675_10155876556368675,6491828674_10155876169323675,,"I'll just use food, thanks.",Carlos Caraballo,2017-10-15 12:49:19,0,0,0,0,0,0,0,0
10155876169323675_10155876366983675,6491828674_10155876169323675,,The American drug market will bare all cost since it will be 500 in all other countries,Joseph Stoeber,2017-10-15 11:32:55,0,0,0,0,0,0,0,0
10155876169323675_10155877415508675,6491828674_10155876169323675,,If greed kills the healthcare recipients then corporations are destroying their own market.,Cristina Lafontant,2017-10-15 19:26:21,0,0,0,0,0,0,0,0
10155876169323675_10155876389233675,6491828674_10155876169323675,,"Money is the hardest of drugs, it rapidly makes of all of us zombies (see Daniel Pink’s empirical studies on this in his book Drive).",Benoît Guillette,2017-10-15 11:40:06,0,0,0,0,0,0,0,0
10155876169323675_10155877222923675,6491828674_10155876169323675,,So like the movie Elysium but without a bald Matt Damon?,Lee Noyes,2017-10-15 17:40:33,0,0,0,0,0,0,0,0
10155876169323675_10155876398208675,6491828674_10155876169323675,,"one million , is tha all?? there are tens of millions of people in the usa that can afford that.",Septuagint Enoch von Richthofen,2017-10-15 11:44:02,0,0,0,0,0,0,0,0
10155876169323675_10155876406453675,6491828674_10155876169323675,,Why does this smack of so many movies about medical treatments for rich only...?,Vern Lightwine,2017-10-15 11:48:21,2,2,0,0,0,0,0,0
10155876169323675_10155876496128675,6491828674_10155876169323675,,"Who cares, next year my insurance costs will be so high I can't afford it anyway",A.J. Ylizaliturri,2017-10-15 12:29:08,1,1,0,0,0,0,0,0
10155876169323675_10155876563208675,6491828674_10155876169323675,10155876169323675_10155876496128675,We are becoming a third-world country.  Corruption prevails as the middle class and working class sink further.  Forget about the American Dream.,Arlene Amblard,2017-10-15 12:52:51,0,0,0,0,0,0,0,0
10155876169323675_10155876568533675,6491828674_10155876169323675,10155876169323675_10155876496128675,Arlene Amblard we are looking at post-doc positions in Canada 🇨🇦,A.J. Ylizaliturri,2017-10-15 12:55:13,0,0,0,0,0,0,0,0
10155876169323675_10155877842073675,6491828674_10155876169323675,,I hope taking that drug will keep you alive for 150 years.,Ike Udezchukwu,2017-10-16 00:06:59,0,0,0,0,0,0,0,0
10155876169323675_10155879016328675,6491828674_10155876169323675,,The same way drug companies do it,Pam Wilder,2017-10-16 11:55:28,0,0,0,0,0,0,0,0
10155876169323675_10155876346903675,6491828674_10155876169323675,,[[PHOTO]],Bert C Gonzalez,2017-10-15 11:25:01,1,0,0,0,1,0,0,0
10155876169323675_10155876363143675,6491828674_10155876169323675,10155876169323675_10155876346903675,what in the Hell does this have to do with the article?,David M. Guckian II,2017-10-15 11:31:07,3,3,0,0,0,0,0,0
10155876169323675_10155876366843675,6491828674_10155876169323675,10155876169323675_10155876346903675,"Sorry,  hope this is better. You're welcome [[PHOTO]]",Bert C Gonzalez,2017-10-15 11:32:49,0,0,0,0,0,0,0,0
